1416178140.0,0.649994,56.0
1416180840.0,0.670006,18.0
1416181740.0,0.659996,237.0
1416182640.0,0.650002,177.0
1416183540.0,0.649994,25.0
1416184440.0,0.689995,79.0
1416185340.0,0.650002,120.0
1416186240.0,0.640007,72.0
1416187140.0,0.660004,59.0
1416188040.0,0.650002,18.0
1416188940.0,0.669998,27.0
1416189840.0,0.639999,245.0
1416190740.0,0.639999,31.0
1416191640.0,0.639999,114.0
1416192540.0,0.639999,6.0
1416193440.0,0.639999,4.0
1416194340.0,0.629997,6.0
1416196140.0,0.650002,2.0
1416198840.0,0.650002,3.0
1416200640.0,0.629997,93.0
1416201540.0,0.649994,62.0
1416202440.0,0.650002,23.0
1416203340.0,0.629997,228.0
1416204240.0,0.629997,78.0
1416205140.0,0.620003,816.0
1416206040.0,0.660004,27.0
1416206940.0,0.629997,77.0
1416207840.0,0.629997,520.0
1416208740.0,0.659996,872.0
1416209640.0,0.619995,416.0
1416210540.0,0.68,613.0
1416211440.0,0.639999,1721.0
1416212340.0,0.650002,3928.0
1416213240.0,0.68,2791.0
1416214140.0,0.650002,1354.0
1416215040.0,0.660004,1799.0
1416215940.0,0.660004,1402.0
1416216840.0,0.68,1735.0
1416217740.0,0.660004,1125.0
1416218640.0,0.639999,1248.0
1416219540.0,0.649994,1843.0
1416220440.0,0.610001,2521.0
1416221340.0,0.639999,3832.0
1416222240.0,0.669998,3028.0
1416223140.0,0.650002,1198.0
1416224040.0,0.620003,1618.0
1416224940.0,0.650002,633.0
1416225840.0,0.630005,767.0
1416226740.0,0.639999,1193.0
1416227640.0,0.630005,998.0
1416228540.0,0.630005,1087.0
1416229440.0,0.709999,683.0
1416230340.0,0.629997,960.0
1416231240.0,0.669998,1151.0
1416232140.0,0.660004,1866.0
1416233040.0,0.659996,4250.0
1416233940.0,0.650002,2460.0
1416234840.0,0.669998,6767.0
1416235740.0,0.599998,3386.0
1416236640.0,0.650002,2200.0
1416237540.0,0.660004,4703.0
1416238440.0,0.659996,1998.0
1416239340.0,0.660004,2827.0
1416240240.0,0.660004,3862.0
1416241140.0,0.620003,12616.0
1416242040.0,0.639999,3927.0
1416242940.0,0.630005,2554.0
1416243840.0,0.629997,1826.0
1416244740.0,0.600006,1006.0
1416245640.0,0.639999,2622.0
1416246540.0,0.630005,1671.0
1416247440.0,0.630005,2044.0
1416248340.0,0.620003,4595.0
1416249240.0,0.630005,2130.0
1416250140.0,0.630005,1279.0
1416251040.0,0.650002,3109.0
1416251940.0,0.629997,9070.0
1416252840.0,0.629997,1482.0
1416253740.0,0.610001,610.0
1416254640.0,0.639999,449.0
1416255540.0,0.639999,187.0
1416256440.0,0.639999,460.0
1416257340.0,0.629997,327.0
1416258240.0,0.629997,274.0
1416259140.0,0.639999,167.0
1416260040.0,0.650002,84.0
1416260940.0,0.650002,130.0
1416261840.0,0.660004,22.0
1416262740.0,0.629997,39.0
1416264540.0,0.629997,2.0
1416272640.0,0.629997,89.0
1416273540.0,0.639999,60.0
1416275340.0,0.639999,17.0
1416276240.0,0.619995,35.0
1416278940.0,0.639999,6.0
1416281640.0,0.690002,42.0
1416283440.0,0.68,18.0
1416287940.0,0.660004,29.0
1416288840.0,0.639999,2.0
1416289740.0,0.599998,101.0
1416290640.0,0.639999,62.0
1416292440.0,0.650002,33.0
1416293340.0,0.620003,57.0
1416297840.0,0.669998,1046.0
1416298740.0,0.630005,2239.0
1416299640.0,0.630005,1972.0
1416300540.0,0.639999,1765.0
1416301440.0,0.620003,3223.0
1416302340.0,0.589996,6194.0
1416303240.0,0.599998,1930.0
1416304140.0,0.590004,2087.0
1416305040.0,0.610001,1248.0
1416305940.0,0.589996,1117.0
1416306840.0,0.589996,1162.0
1416307740.0,0.599998,1219.0
1416308640.0,0.579994,732.0
1416309540.0,0.599998,788.0
1416310440.0,0.610001,1684.0
1416311340.0,0.599998,802.0
1416312240.0,0.589996,1633.0
1416313140.0,0.610001,1385.0
1416314040.0,0.620003,3081.0
1416314940.0,0.620003,973.0
1416315840.0,0.619995,1314.0
1416316740.0,0.599998,963.0
1416317640.0,0.599998,3518.0
1416318540.0,0.620003,4260.0
1416319440.0,0.619995,4253.0
1416320340.0,0.619995,2594.0
1416321240.0,0.630005,4051.0
1416322140.0,0.580002,5515.0
1416323040.0,0.609993,2495.0
1416323940.0,0.590004,3660.0
1416324840.0,0.610001,5668.0
1416325740.0,0.599998,9241.0
1416326640.0,0.629997,5728.0
1416327540.0,0.589996,12033.0
1416328440.0,0.610001,5746.0
1416329340.0,0.589996,3765.0
1416330240.0,0.599998,2156.0
1416331140.0,0.590004,1873.0
1416332040.0,0.599998,1622.0
1416332940.0,0.589996,1609.0
1416333840.0,0.610001,1169.0
1416334740.0,0.589996,224.0
1416335640.0,0.57,958.0
1416336540.0,0.550003,2270.0
1416337440.0,0.599998,1223.0
1416338340.0,0.639999,13319961.0
1416339240.0,0.629997,6492360.0
1416340140.0,0.580002,527.0
1416341040.0,0.620003,604.0
1416341940.0,0.600006,91.0
1416342840.0,0.609993,1300945.0
1416344640.0,0.599998,32.0
1416345540.0,0.600006,16.0
1416346440.0,0.610001,251.0
1416347340.0,0.599998,210.0
1416348240.0,0.599998,14.0
1416350040.0,0.599998,98.0
1416358140.0,0.57,60.0
1416359940.0,0.589996,32.0
1416362640.0,0.590004,106.0
1416363540.0,0.599998,43.0
1416364440.0,0.610001,6.0
1416366240.0,0.599998,33.0
1416367140.0,0.580002,5.0
1416368040.0,0.589996,5.0
1416368940.0,0.590004,5.0
1416370740.0,0.639999,96.0
1416372540.0,0.599998,431.0
1416373440.0,0.57,37.0
1416374340.0,0.589996,84.0
1416375240.0,0.57,61.0
1416376140.0,0.589996,20.0
1416377040.0,0.590004,126.0
1416377940.0,0.620003,5.0
1416378840.0,0.589996,63.0
1416379740.0,0.599998,44.0
1416380640.0,0.589996,121.0
1416381540.0,0.599998,235.0
1416382440.0,0.599998,54.0
1416383340.0,0.590004,1567.0
1416384240.0,0.590004,1050.0
1416385140.0,0.57,1670.0
1416386040.0,0.589996,1293.0
1416386940.0,0.560005,936.0
1416387840.0,0.580002,1398.0
1416388740.0,0.580002,2337.0
1416389640.0,0.579994,2243.0
1416390540.0,0.580002,1133.0
1416391440.0,0.540001,3183.0
1416392340.0,0.580002,2137.0
1416393240.0,0.559998,917.0
1416394140.0,0.549995,1238.0
1416395040.0,0.550003,808.0
1416395940.0,0.529999,408.0
1416396840.0,0.550003,941.0
1416397740.0,0.559998,973.0
1416398640.0,0.550003,1598.0
1416399540.0,0.550003,453.0
1416400440.0,0.529999,1079.0
1416401340.0,0.540001,1590.0
1416402240.0,0.540001,1823.0
1416403140.0,0.489998,4001.0
1416404040.0,0.459999,3012.0
1416404940.0,0.469994,3135.0
1416405840.0,0.510002,4628.0
1416406740.0,0.489998,3349.0
1416407640.0,0.480003,3973.0
1416408540.0,0.490005,3306.0
1416409440.0,0.480003,1668.0
1416410340.0,0.489998,4190.0
1416411240.0,0.509995,10643.0
1416412140.0,0.510002,4916.0
1416413040.0,0.479996,3941.0
1416413940.0,0.440002,14520.0
1416414840.0,0.460007,6174.0
1416415740.0,0.449997,3496.0
1416416640.0,0.459999,2461.0
1416417540.0,0.449997,2287.0
1416418440.0,0.460007,1279.0
1416419340.0,0.459999,1156.0
1416420240.0,0.470001,1403.0
1416421140.0,0.470001,995.0
1416422040.0,0.470001,2614.0
1416422940.0,0.470001,5323.0
1416423840.0,0.449997,12155.0
1416424740.0,0.469994,10475.0
1416425640.0,0.459999,2256.0
1416426540.0,0.459999,1278.0
1416427440.0,0.459999,750.0
1416428340.0,0.470001,494.0
1416429240.0,0.480003,264.0
1416430140.0,0.450005,436.0
1416431040.0,0.459999,210.0
1416431940.0,0.420006,455.0
1416432840.0,0.440002,146.0
1416433740.0,0.440002,60.0
1416435540.0,0.449997,111.0
1416436440.0,0.449997,96.0
1416437340.0,0.449997,11.0
1416444540.0,0.43,218.0
1416445440.0,0.470001,7.0
1416447240.0,0.470001,166.0
1416448140.0,0.470001,262.0
1416449040.0,0.460007,120.0
1416449940.0,0.460007,10.0
1416451740.0,0.459999,532.0
1416452640.0,0.450005,255.0
1416453540.0,0.439995,60.0
1416454440.0,0.440002,180.0
1416455340.0,0.459999,158.0
1416456240.0,0.449997,9.0
1416457140.0,0.459999,8.0
1416458040.0,0.459999,6.0
1416458940.0,0.449997,218.0
1416459840.0,0.449997,14.0
1416460740.0,0.449997,42.0
1416461640.0,0.410004,13.0
1416462540.0,0.450005,3.0
1416463440.0,0.459999,74.0
1416464340.0,0.450005,170.0
1416465240.0,0.449997,24990.0
1416466140.0,0.470001,242.0
1416467040.0,0.459999,579.0
1416467940.0,0.460007,76.0
1416468840.0,0.449997,175.0
1416469740.0,0.470001,803.0
1416470640.0,0.459999,1247.0
1416471540.0,0.379997,540627.0
1416472440.0,0.429993,1558.0
1416473340.0,0.419998,2014.0
1416474240.0,0.399994,1585.0
